STUDENT_ID,GENDER,AGE_1_YEAR,REGION,DEPARTMENT,GRADE_204111,GRADE_204222,GRADE_204333,GRADE_204444,GRADE_204555,GRADE_204666
4658,m,Low,Northen,Electrical Engineering,Medium,High,High,High,Medium,High
4662,m,High,Northeastern,Civil Engineering,High,High,High,Medium,High,High
4666,m,Low,Northen,Computer Engineering,High,High,Medium,High,High,High
4668,m,Low,Bangkok,Environmental Engineering,High,Medium,High,Medium,High,High
4672,m,High,Central,Chemical Engineering,High,High,High,High,Medium,Medium
4675,m,Medium,Southern,Environmental Engineering,High,Medium,High,High,Medium,High
4676,m,High,Northeastern,Environmental Engineering,High,High,High,High,Medium,High
4678,f,Low,Northeastern,Environmental Engineering,Medium,High,High,High,High,High
4684,f,Low,Southern,Chemical Engineering,High,Medium,High,Medium,High,High
4686,m,Low,Northeastern,Electrical Engineering,High,High,Medium,High,High,High
4690,f,Medium,Bangkok,Electrical Engineering,High,Medium,High,High,Medium,High
4692,m,Low,Northen,Electrical Engineering,High,Medium,High,Medium,Medium,Medium
4694,m,Low,Central,Computer Engineering,Medium,High,High,High,High,High
4696,m,High,Northeastern,Electrical Engineering,High,High,Medium,High,High,High
4698,m,Low,Central,Electrical Engineering,High,High,High,High,High,Medium
4700,m,Medium,Northeastern,Electrical Engineering,High,High,High,High,High,Medium
4705,f,Medium,Southern,Electrical Engineering,High,High,Medium,Medium,High,High
4706,m,Low,Southern,Environmental Engineering,High,High,High,Medium,High,High
4708,m,Low,Central,Electrical Engineering,High,Medium,Medium,Medium,High,High
4709,m,Medium,Southern,Electrical Engineering,Medium,High,Medium,High,Medium,High
4710,m,Medium,Southern,Environmental Engineering,High,High,Medium,Medium,High,Medium
4711,m,High,Southern,Civil Engineering,High,Medium,High,High,Medium,High
4714,m,Low,Northen,Electrical Engineering,Medium,High,High,High,High,High
4716,m,Low,Northeastern,Electrical Engineering,High,High,Medium,High,High,High
4717,m,Medium,Central,Chemical Engineering,High,Medium,Medium,High,Medium,High
4723,m,Medium,Central,Electrical Engineering,High,High,Medium,High,High,High
4724,m,Low,Northen,Civil Engineering,High,High,High,Medium,Medium,High
4726,m,Low,Central,Machanic Engineering,High,High,High,Medium,High,High
4728,m,High,Northen,Chemical Engineering,High,High,High,High,Medium,Medium
4729,f,Medium,Central,Civil Engineering,High,Medium,High,High,High,High
4730,m,Medium,Central,Machanic Engineering,High,High,Medium,High,High,Medium
4737,m,Medium,Central,Chemical Engineering,High,High,Medium,High,High,High
4738,m,Low,Central,Electrical Engineering,High,High,High,High,High,Medium
4744,m,High,Bangkok,Environmental Engineering,High,High,Medium,High,Medium,High
4746,f,High,Southern,Civil Engineering,High,High,High,Medium,High,High
4747,m,Medium,Southern,Environmental Engineering,Medium,Medium,High,High,Medium,High
4748,m,Low,Northeastern,Machanic Engineering,High,High,High,High,High,High
4750,m,Medium,Central,Chemical Engineering,High,Medium,High,High,High,High
4752,m,High,Bangkok,Electrical Engineering,Medium,High,Medium,High,High,High
4754,f,Low,Bangkok,Machanic Engineering,High,Medium,High,High,Medium,High
4756,m,Low,Northen,Environmental Engineering,High,High,High,High,High,High
4758,m,Low,Bangkok,Civil Engineering,High,High,High,Medium,Medium,High
4759,f,Medium,Southern,Chemical Engineering,Medium,Medium,High,High,High,Medium
4760,m,Medium,Northeastern,Electrical Engineering,High,High,High,High,High,High
4764,m,Low,Northen,Electrical Engineering,High,Medium,High,Medium,High,Medium
4766,m,Low,Bangkok,Electrical Engineering,Medium,High,High,High,Medium,High
4768,f,High,Bangkok,Civil Engineering,High,High,High,High,High,High
4769,f,Medium,Southern,Electrical Engineering,High,High,High,Medium,Medium,High
4770,m,Medium,Bangkok,Electrical Engineering,High,High,High,High,High,High
4771,m,Medium,Southern,Environmental Engineering,Medium,Medium,High,High,Medium,High
4772,m,Low,Northeastern,Chemical Engineering,High,High,High,High,High,High
4773,m,Medium,Southern,Machanic Engineering,High,High,Medium,High,High,High
4776,m,High,Northeastern,Electrical Engineering,High,High,High,Medium,High,Medium
4777,m,Medium,Southern,Electrical Engineering,Medium,Medium,Medium,High,High,High
4783,m,Medium,Central,Electrical Engineering,High,High,High,Medium,High,High
4785,m,Medium,Central,Chemical Engineering,High,High,High,Medium,High,High
4786,m,Low,Southern,Civil Engineering,High,High,Medium,High,High,High
4790,f,Medium,Southern,Electrical Engineering,Medium,High,Medium,High,High,Medium
4792,m,High,Northen,Machanic Engineering,High,High,High,High,High,Medium
4794,f,Low,Northen,Electrical Engineering,High,High,High,Medium,High,High
4796,m,Low,Central,Chemical Engineering,Medium,High,High,High,High,Medium
4797,m,Low,Central,Chemical Engineering,High,High,Medium,High,High,High
4798,f,Low,Central,Electrical Engineering,High,High,High,High,High,Medium
4802,f,High,Bangkok,Civil Engineering,Medium,High,High,High,Medium,Medium
4806,m,Low,Northen,Environmental Engineering,High,High,Medium,Medium,High,High
4810,m,Medium,Southern,Electrical Engineering,High,High,High,Medium,Medium,High
4812,m,Low,Southern,Environmental Engineering,High,Medium,High,Medium,High,High
4814,m,Low,Northen,Civil Engineering,Medium,High,High,High,High,Medium
4815,m,Medium,Southern,Environmental Engineering,High,High,High,Medium,High,High
4816,m,High,Northen,Chemical Engineering,High,High,High,High,High,Medium
4818,m,Low,Northeastern,Environmental Engineering,High,High,High,Medium,Medium,High
4820,m,Medium,Bangkok,Chemical Engineering,Medium,High,High,High,High,Medium
4824,f,High,Central,Environmental Engineering,High,High,High,High,Medium,High
4826,m,Low,Bangkok,Electrical Engineering,High,Medium,High,High,High,Medium
4828,m,Low,Northeastern,Chemical Engineering,High,Medium,High,High,Medium,High
4830,m,Medium,Bangkok,Electrical Engineering,High,Medium,High,High,Medium,High
4833,m,Low,Southern,Machanic Engineering,Medium,High,High,High,High,High
4835,m,Medium,Central,Machanic Engineering,High,High,Medium,High,Medium,High
4836,m,Low,Southern,Civil Engineering,High,High,High,High,High,High
4842,m,Low,Bangkok,Electrical Engineering,Medium,High,Medium,High,High,High
4844,m,High,Northen,Civil Engineering,High,High,High,High,Medium,High
4845,f,Medium,Southern,Electrical Engineering,High,Medium,High,High,High,Medium
4846,f,Low,Northen,Environmental Engineering,High,High,High,Medium,Medium,High
4848,m,High,Southern,Machanic Engineering,High,High,High,High,High,High
4850,f,Medium,Northen,Environmental Engineering,High,High,High,Medium,High,High
4851,m,High,Southern,Environmental Engineering,High,High,High,Medium,High,High
4852,m,Low,Central,Chemical Engineering,Medium,High,Medium,High,High,High
4854,m,Low,Northen,Electrical Engineering,High,High,Medium,High,High,High
4855,m,Medium,Central,Chemical Engineering,High,Medium,Medium,High,High,High
4858,m,High,Bangkok,Civil Engineering,Medium,Medium,Medium,High,High,High
4864,m,High,Northen,Electrical Engineering,High,High,High,Medium,High,Medium
4866,m,Low,Central,Machanic Engineering,High,High,High,High,High,High
4868,f,Low,Bangkok,Environmental Engineering,High,High,High,Medium,Medium,High
4870,m,Medium,Northen,Machanic Engineering,High,High,Medium,High,Medium,Medium
4872,m,High,Southern,Chemical Engineering,High,High,High,High,High,High
4874,m,Low,Central,Environmental Engineering,High,High,Medium,Medium,High,High
4876,m,Low,Northeastern,Electrical Engineering,High,Medium,High,Medium,High,Medium
4877,m,Medium,Central,Electrical Engineering,Medium,High,High,High,Medium,High
4878,m,Low,Northeastern,Computer Engineering,High,High,Medium,High,High,High
4880,m,Medium,Northen,Chemical Engineering,High,High,High,Medium,High,Medium
4885,m,Medium,Southern,Environmental Engineering,High,High,Medium,High,Medium,High
4886,m,High,Northeastern,Environmental Engineering,Medium,High,Medium,High,Medium,High
4888,m,High,Central,Electrical Engineering,High,High,High,High,High,Medium
4889,m,Medium,Central,Electrical Engineering,High,High,High,High,Medium,High
4890,m,Medium,Central,Chemical Engineering,Medium,Medium,High,High,High,High
4892,m,Low,Bangkok,Civil Engineering,High,High,Medium,High,High,High
4895,m,Medium,Southern,Electrical Engineering,High,High,High,Medium,High,High
4896,m,High,Bangkok,Chemical Engineering,High,High,High,Medium,Medium,High
4906,f,Low,Northeastern,Electrical Engineering,High,High,High,High,High,High
4908,m,Low,Northen,Chemical Engineering,High,Medium,High,Medium,High,High
4910,m,Medium,Northeastern,Electrical Engineering,Medium,High,High,High,High,High
4912,m,High,Southern,Environmental Engineering,High,High,Medium,High,Medium,High
4915,m,Medium,Southern,Electrical Engineering,High,High,High,High,High,Medium
4916,m,Low,Northen,Electrical Engineering,Medium,High,High,High,High,High
4918,m,Low,Northeastern,Computer Engineering,High,High,Medium,High,High,High
4921,m,High,Southern,Civil Engineering,High,High,Medium,Medium,Medium,High
4924,f,Low,Bangkok,Environmental Engineering,Medium,High,High,High,High,Medium
4926,m,Low,Southern,Civil Engineering,High,High,High,High,Medium,High
4927,m,Medium,Central,Chemical Engineering,High,Medium,High,High,High,High
4930,m,Medium,Northeastern,Electrical Engineering,Medium,Medium,High,High,High,High
4932,m,Low,Southern,Environmental Engineering,High,High,Medium,High,High,High
4933,m,Medium,Central,Electrical Engineering,High,High,High,Medium,High,Medium
4934,m,Low,Southern,Electrical Engineering,Medium,High,High,High,Medium,High
4937,m,Medium,Central,Electrical Engineering,High,High,Medium,High,High,High
4938,m,Low,Central,Electrical Engineering,High,High,High,High,High,High
4940,m,Medium,Central,Machanic Engineering,High,High,High,High,High,Medium
4942,m,High,Northeastern,Civil Engineering,Medium,Medium,Medium,High,High,High
4946,m,Low,Southern,Computer Engineering,High,High,High,Medium,High,High
4948,m,Low,Bangkok,Civil Engineering,High,Medium,High,Medium,High,High
4950,m,Medium,Southern,Electrical Engineering,Medium,Medium,High,High,High,High
4953,m,Medium,Central,Electrical Engineering,High,High,Medium,High,Medium,High
4954,m,Low,Central,Environmental Engineering,High,High,High,Medium,Medium,High
4957,f,Medium,Southern,Environmental Engineering,Medium,Medium,High,High,High,High
4964,m,Low,Northeastern,Chemical Engineering,High,High,High,Medium,High,High
4966,m,Low,Northeastern,Electrical Engineering,High,High,High,Medium,High,Medium
4968,f,High,Northeastern,Environmental Engineering,Medium,High,High,High,Medium,Medium
4969,f,Medium,Southern,Chemical Engineering,High,High,High,High,High,Medium
4970,m,Medium,Northeastern,Electrical Engineering,High,High,High,Medium,High,High
4972,m,Low,Northen,Electrical Engineering,Medium,High,High,High,High,High
4986,m,Low,Bangkok,Chemical Engineering,High,High,High,High,Medium,Medium
4987,m,Medium,Southern,Electrical Engineering,High,Medium,High,High,High,Medium
4988,m,Low,Northen,Electrical Engineering,High,High,Medium,High,High,High
4990,m,Medium,Southern,Environmental Engineering,Medium,Medium,High,High,High,High
4992,m,High,Northeastern,Civil Engineering,High,High,High,High,High,Medium
4993,m,Medium,Central,Electrical Engineering,High,Medium,High,High,High,Medium
4994,m,Low,Southern,Electrical Engineering,High,Medium,High,High,High,Medium
4995,m,Medium,Central,Chemical Engineering,Medium,Medium,High,High,High,High
4996,m,Low,Northen,Chemical Engineering,High,Medium,High,High,Medium,High
4998,m,High,Bangkok,Environmental Engineering,High,Medium,High,High,High,High
5000,m,Medium,Southern,Electrical Engineering,High,High,High,High,High,High
5001,m,Medium,Southern,Civil Engineering,Medium,High,Medium,High,High,High
5006,m,Low,Northen,Machanic Engineering,High,High,High,Medium,High,High
5008,m,High,Northen,Chemical Engineering,Medium,High,High,High,High,High
5010,m,Medium,Northen,Machanic Engineering,High,High,High,Medium,Medium,High
5012,f,High,Bangkok,Civil Engineering,High,High,High,Medium,High,High
5013,f,Low,Central,Electrical Engineering,High,High,Medium,Medium,High,High
5014,m,Low,Bangkok,Environmental Engineering,Medium,High,High,High,High,High
5016,m,High,Central,Electrical Engineering,High,High,High,High,High,High
5022,m,Low,Northen,Machanic Engineering,High,High,High,Medium,High,High
5025,m,Medium,Southern,Environmental Engineering,High,High,High,Medium,Medium,High
5026,m,High,Southern,Civil Engineering,High,Medium,High,High,High,High
5028,m,Low,Southern,Machanic Engineering,Medium,High,High,High,High,High
5030,m,Medium,Bangkok,Chemical Engineering,High,High,High,High,High,High
5033,m,High,Central,Environmental Engineering,High,High,Medium,High,High,High
5036,m,Low,Southern,Environmental Engineering,Medium,High,High,High,Medium,Medium
5038,m,Low,Bangkok,Civil Engineering,High,High,High,High,Medium,High
5044,m,Low,Northen,Electrical Engineering,Medium,High,High,High,Medium,High
5046,f,Low,Northeastern,Electrical Engineering,High,High,High,High,High,Medium
5050,m,Medium,Bangkok,Electrical Engineering,Medium,Medium,High,High,Medium,High
5052,m,Low,Southern,Chemical Engineering,High,Medium,High,High,Medium,High
5054,m,High,Northen,Civil Engineering,High,High,High,Medium,Medium,High
5055,m,Medium,Southern,Electrical Engineering,High,High,High,High,High,Medium
5056,m,High,Northeastern,Electrical Engineering,Medium,High,High,High,High,High
5058,m,Low,Northeastern,Environmental Engineering,High,High,High,High,High,Medium
5060,m,Medium,Northen,Environmental Engineering,High,High,High,Medium,Medium,High
5061,m,High,Southern,Environmental Engineering,High,High,Medium,Medium,Medium,High
5064,m,High,Southern,Chemical Engineering,High,High,High,High,Medium,Medium
5065,m,Medium,Central,Chemical Engineering,High,Medium,High,High,Medium,High
5066,m,Low,Northeastern,Civil Engineering,High,Medium,High,High,High,High
5069,f,Medium,Central,Environmental Engineering,High,High,High,High,High,Medium
5070,m,Medium,Northeastern,Electrical Engineering,High,Medium,High,High,High,High
5074,m,Low,Northen,Electrical Engineering,High,High,High,Medium,High,Medium
5076,m,Low,Northeastern,Electrical Engineering,Medium,High,High,High,High,High
5078,m,Low,Northen,Electrical Engineering,High,Medium,Medium,High,High,High
5082,m,High,Northeastern,Civil Engineering,Medium,Medium,Medium,High,High,High
5084,m,Low,Bangkok,Machanic Engineering,High,High,High,High,High,High
5086,m,Low,Northen,Computer Engineering,High,High,High,High,High,High
5090,m,Medium,Northen,Computer Engineering,Medium,High,High,High,High,High
5092,m,Low,Southern,Environmental Engineering,High,High,High,High,High,High
5095,m,Medium,Southern,Environmental Engineering,High,High,High,High,High,High
5098,m,Low,Northeastern,Environmental Engineering,High,High,High,High,Medium,Medium
5106,m,Low,Northeastern,Electrical Engineering,High,High,Medium,High,High,High
5110,m,Medium,Bangkok,Electrical Engineering,High,Medium,High,High,Medium,High
5112,m,High,Bangkok,Electrical Engineering,Medium,High,High,High,High,High
5114,m,Low,Central,Computer Engineering,High,Medium,Medium,High,Medium,High
5116,m,Low,Southern,Civil Engineering,High,High,High,High,High,High
5118,m,Low,Southern,Electrical Engineering,High,High,High,Medium,High,High
5120,m,Medium,Northeastern,Electrical Engineering,Medium,High,High,High,High,High
5126,m,Low,Southern,Environmental Engineering,High,High,High,Medium,High,High
3410,m,Medium,Northen,Computer Engineering,Medium,High,High,High,High,High
3412,m,Low,Southern,Environmental Engineering,High,High,High,High,High,High
3418,m,Low,Northeastern,Environmental Engineering,Medium,High,High,High,High,Medium
3426,m,Low,Northeastern,Electrical Engineering,Medium,High,Medium,High,High,High
3430,m,Medium,Bangkok,Electrical Engineering,High,High,High,Medium,High,High
3432,m,High,Bangkok,Electrical Engineering,High,High,High,Medium,High,Medium
3434,m,Low,Central,Computer Engineering,Medium,High,Medium,High,High,High
3436,m,Low,Southern,Civil Engineering,High,Medium,Medium,High,High,High
3438,f,Low,Central,Electrical Engineering,High,High,High,High,High,High
3440,m,Medium,Northeastern,Electrical Engineering,High,High,Medium,High,High,High
3445,f,Medium,Southern,Electrical Engineering,High,High,High,Medium,High,High
3446,m,Low,Southern,Environmental Engineering,High,High,Medium,Medium,High,High
3448,m,High,Southern,Machanic Engineering,High,High,High,Medium,High,High
3449,f,Medium,Southern,Electrical Engineering,Medium,High,High,High,Medium,High
3450,m,Medium,Southern,Environmental Engineering,High,High,High,Medium,High,High
3451,m,High,Southern,Civil Engineering,High,Medium,Medium,High,Medium,High
3452,m,Low,Northen,Chemical Engineering,High,High,High,High,Medium,High
3454,m,Low,Northen,Electrical Engineering,Medium,High,Medium,High,High,High
3456,m,High,Northen,Environmental Engineering,High,High,High,High,High,Medium
3463,m,Medium,Central,Electrical Engineering,Medium,Medium,Medium,High,High,High
3466,m,Low,Central,Machanic Engineering,High,High,High,High,High,Medium
3468,m,Low,Northeastern,Environmental Engineering,Medium,High,Medium,High,High,High
3469,f,Medium,Central,Civil Engineering,High,High,High,High,Medium,Medium
3470,m,Medium,Central,Machanic Engineering,High,High,High,Medium,High,High
3472,m,High,Southern,Chemical Engineering,Medium,High,High,High,High,High
3476,m,Low,Bangkok,Electrical Engineering,High,High,High,High,High,High
3477,m,Medium,Central,Chemical Engineering,High,High,High,High,High,High
3478,m,Low,Central,Electrical Engineering,High,High,High,Medium,High,High
3486,m,High,Southern,Civil Engineering,Medium,Medium,High,High,High,Medium
3487,m,Medium,Southern,Environmental Engineering,High,High,High,High,High,High
3490,m,Medium,Central,Chemical Engineering,High,High,High,High,High,High
3492,f,Low,Southern,Chemical Engineering,High,High,Medium,High,High,High
3494,m,Low,Bangkok,Machanic Engineering,High,High,High,Medium,High,High
3496,m,High,Bangkok,Chemical Engineering,High,High,Medium,Medium,Medium,High
3498,m,Low,Bangkok,Civil Engineering,Medium,High,High,High,High,Medium
3499,m,Medium,Southern,Chemical Engineering,High,High,High,High,Medium,Medium
3500,m,Medium,Northeastern,Electrical Engineering,High,High,Medium,Medium,High,High
3506,m,Low,Bangkok,Electrical Engineering,Medium,High,Medium,High,Medium,High
3508,f,Low,Northen,Chemical Engineering,High,Medium,Medium,High,High,High
3509,m,Medium,Southern,Electrical Engineering,High,High,High,Medium,Medium,Medium
3511,m,Medium,Southern,Environmental Engineering,High,High,High,Medium,High,High
3517,m,Medium,Southern,Electrical Engineering,High,High,High,High,High,High
3523,m,Medium,Central,Electrical Engineering,Medium,Medium,High,High,High,High
3524,m,Low,Central,Environmental Engineering,High,High,High,High,High,Medium
3525,m,Medium,Central,Chemical Engineering,High,Medium,Medium,High,Medium,High
3526,f,Low,Southern,Civil Engineering,High,High,Medium,Medium,Medium,High
3528,m,High,Northeastern,Chemical Engineering,High,High,Medium,High,High,High
3532,m,Low,Bangkok,Electrical Engineering,High,Medium,Medium,Medium,High,High
3537,f,Low,Central,Chemical Engineering,High,High,Medium,High,High,High
3538,m,Low,Central,Electrical Engineering,High,High,High,High,High,Medium
3542,m,High,Bangkok,Civil Engineering,Medium,High,High,High,Medium,Medium
3546,m,Low,Northen,Environmental Engineering,High,High,Medium,Medium,High,High
3550,m,Medium,Southern,Electrical Engineering,Medium,Medium,High,High,High,High
3552,m,High,Central,Chemical Engineering,High,High,High,High,Medium,High
3554,m,Low,Northen,Civil Engineering,High,High,Medium,Medium,High,High
3555,m,Medium,Southern,Environmental Engineering,High,High,Medium,High,High,High
3558,f,Low,Northeastern,Environmental Engineering,Medium,High,High,High,High,Medium
3560,m,Medium,Bangkok,Chemical Engineering,High,High,High,High,Medium,Medium
3566,m,Low,Bangkok,Electrical Engineering,High,Medium,High,High,High,High
3570,f,Medium,Bangkok,Electrical Engineering,High,High,High,Medium,High,High
3573,m,Low,Southern,Machanic Engineering,High,High,Medium,High,High,High
3575,m,Medium,Central,Machanic Engineering,High,High,High,High,Medium,High
3576,m,High,Northeastern,Electrical Engineering,Medium,High,Medium,High,High,High
3582,m,Low,Bangkok,Electrical Engineering,High,High,High,High,High,High
3585,m,Medium,Southern,Electrical Engineering,Medium,Medium,Medium,High,High,High
3586,m,Low,Northen,Environmental Engineering,High,High,High,High,Medium,Medium
3588,m,Low,Central,Electrical Engineering,High,Medium,High,Medium,High,Medium
3590,m,Medium,Northen,Environmental Engineering,Medium,High,Medium,High,High,Medium
3591,m,High,Southern,Environmental Engineering,High,High,High,High,High,High
3592,f,High,Northeastern,Civil Engineering,High,High,Medium,High,Medium,High
3594,m,Low,Northen,Electrical Engineering,High,High,High,Medium,High,High
3595,m,Medium,Central,Chemical Engineering,Medium,Medium,High,High,High,Medium
3596,m,Low,Southern,Chemical Engineering,High,High,High,High,High,High
3598,m,High,Bangkok,Civil Engineering,High,Medium,High,High,High,High
5129,m,Medium,Southern,Electrical Engineering,Medium,High,High,High,Medium,High
5130,m,Medium,Southern,Environmental Engineering,High,High,High,Medium,High,High
5131,m,High,Southern,Civil Engineering,High,Medium,Medium,High,Medium,High
5132,m,Low,Northen,Chemical Engineering,High,High,High,High,Medium,High
5134,m,Low,Northen,Electrical Engineering,Medium,High,Medium,High,High,High
5136,m,High,Northen,Environmental Engineering,High,High,High,High,High,Medium
5137,m,Medium,Central,Chemical Engineering,High,Medium,High,High,Medium,High
5143,m,Medium,Central,Electrical Engineering,High,High,High,High,High,High
5146,f,Low,Central,Machanic Engineering,High,High,High,High,High,Medium
5148,m,Low,Southern,Electrical Engineering,High,High,High,Medium,High,Medium
5149,f,Medium,Central,Civil Engineering,Medium,Medium,High,High,High,High
5150,m,Medium,Central,Machanic Engineering,High,High,High,High,High,High
5152,m,High,Southern,Chemical Engineering,High,High,High,Medium,High,High
5154,m,Low,Bangkok,Environmental Engineering,Medium,High,High,High,High,Medium
5156,m,Low,Bangkok,Electrical Engineering,High,High,High,High,High,High
5158,m,Low,Central,Electrical Engineering,High,High,High,High,High,High
5166,m,High,Southern,Civil Engineering,High,High,High,Medium,High,High
5170,m,Medium,Central,Chemical Engineering,High,High,Medium,Medium,High,Medium
5172,m,Low,Northeastern,Civil Engineering,High,Medium,High,Medium,High,High
5174,m,Low,Bangkok,Machanic Engineering,Medium,High,High,High,High,High
5176,m,High,Bangkok,Chemical Engineering,High,High,High,High,Medium,High
5178,m,Low,Bangkok,Civil Engineering,High,High,Medium,High,High,High
5179,f,Medium,Southern,Chemical Engineering,High,High,Medium,Medium,Medium,High
5180,f,Medium,Northeastern,Electrical Engineering,Medium,High,High,High,High,High
5189,m,Medium,Southern,Electrical Engineering,High,High,High,Medium,Medium,High
5190,m,Medium,Bangkok,Electrical Engineering,High,High,High,High,High,High
5191,f,Medium,Southern,Environmental Engineering,Medium,Medium,High,High,Medium,High
5196,m,Low,Central,Machanic Engineering,High,High,Medium,High,High,High
5197,m,Medium,Southern,Electrical Engineering,High,High,High,Medium,High,High
5202,f,Low,Bangkok,Electrical Engineering,High,High,High,High,High,High
5203,m,Medium,Central,Electrical Engineering,High,Medium,High,High,High,High
5204,m,Low,Central,Environmental Engineering,High,High,High,High,High,High
5205,m,Medium,Central,Chemical Engineering,Medium,Medium,High,High,Medium,Medium
5208,m,High,Northeastern,Chemical Engineering,High,High,High,High,High,High
5210,m,Medium,Southern,Electrical Engineering,High,High,High,High,Medium,High
5212,m,Low,Bangkok,Electrical Engineering,Medium,High,High,High,Medium,High
5214,f,Low,Northen,Electrical Engineering,High,High,Medium,High,High,High
5217,m,Medium,Southern,Computer Engineering,High,High,High,Medium,Medium,Medium
5218,m,Low,Central,Electrical Engineering,Medium,High,Medium,High,High,High
5222,m,High,Bangkok,Civil Engineering,High,High,High,High,High,Medium
3606,f,Low,Central,Machanic Engineering,High,High,High,Medium,High,High
3610,m,Medium,Northen,Machanic Engineering,High,High,High,Medium,Medium,High
3614,m,Low,Central,Environmental Engineering,High,Medium,High,High,High,High
3616,m,High,Central,Electrical Engineering,Medium,High,Medium,High,High,High
3617,m,Medium,Central,Electrical Engineering,High,High,High,High,High,High
3618,m,Low,Northeastern,Computer Engineering,High,High,High,High,High,High
3620,m,Medium,Northen,Chemical Engineering,High,High,Medium,High,High,High
3624,m,High,Bangkok,Environmental Engineering,Medium,High,High,High,Medium,Medium
3625,m,Medium,Southern,Environmental Engineering,High,High,High,Medium,Medium,High
3626,m,High,Northeastern,Environmental Engineering,High,High,High,Medium,Medium,High
3628,f,Low,Southern,Machanic Engineering,Medium,High,High,High,High,High
3629,m,Medium,Central,Electrical Engineering,High,High,Medium,High,Medium,High
3630,m,Medium,Central,Chemical Engineering,High,Medium,High,High,High,High
3635,m,Medium,Southern,Electrical Engineering,Medium,High,High,High,High,Medium
3636,m,Low,Central,Machanic Engineering,High,High,High,High,High,High
3644,m,Low,Southern,Electrical Engineering,High,High,Medium,High,High,High
3646,m,Low,Northeastern,Electrical Engineering,Medium,High,Medium,High,High,High
3648,m,High,Bangkok,Civil Engineering,High,High,High,High,Medium,High
3650,f,Medium,Northeastern,Electrical Engineering,High,High,Medium,High,High,Medium
3652,m,Low,Southern,Chemical Engineering,High,Medium,High,High,Medium,High
3655,m,Medium,Southern,Electrical Engineering,High,Medium,High,High,High,Medium
3658,m,Low,Northeastern,Computer Engineering,Medium,High,High,High,High,High
3661,f,High,Southern,Civil Engineering,High,High,Medium,Medium,Medium,High
3664,m,High,Southern,Chemical Engineering,High,High,High,High,Medium,Medium
3666,m,Low,Southern,Civil Engineering,High,High,High,High,High,High
3667,m,Medium,Central,Chemical Engineering,High,High,High,Medium,Medium,High
3670,m,Medium,Northeastern,Electrical Engineering,Medium,Medium,High,High,High,High
3672,m,High,Northen,Machanic Engineering,High,High,High,High,High,High
3673,m,Medium,Central,Electrical Engineering,High,High,High,Medium,High,Medium
3674,m,Low,Southern,Electrical Engineering,Medium,High,High,High,Medium,High
3676,m,Low,Bangkok,Chemical Engineering,High,Medium,High,High,High,Medium
3677,m,Medium,Central,Electrical Engineering,High,High,High,Medium,Medium,High
3678,m,Low,Central,Electrical Engineering,High,High,High,Medium,High,High
3679,m,Medium,Central,Civil Engineering,Medium,Medium,High,High,Medium,High
3680,m,Medium,Central,Machanic Engineering,High,High,High,High,High,High
3682,f,High,Northeastern,Civil Engineering,High,Medium,High,High,High,High
3686,m,Low,Southern,Computer Engineering,Medium,High,Medium,High,High,High
3688,m,High,Central,Electrical Engineering,High,High,High,High,High,High
3690,m,Medium,Southern,Electrical Engineering,High,Medium,Medium,High,High,Medium
3692,m,Low,Northeastern,Environmental Engineering,High,High,High,High,High,High
3693,m,Medium,Central,Electrical Engineering,Medium,High,High,High,Medium,High
3694,m,Low,Central,Environmental Engineering,High,High,High,High,Medium,Medium
6057,m,Low,Central,Chemical Engineering,High,High,High,High,High,High
6058,m,Low,Central,Electrical Engineering,High,High,High,Medium,High,Medium
6062,m,High,Bangkok,Civil Engineering,High,High,Medium,High,High,High
6066,m,Low,Northen,Environmental Engineering,Medium,High,High,High,Medium,High
6070,m,Medium,Southern,Electrical Engineering,High,High,High,Medium,Medium,High
6072,m,High,Central,Chemical Engineering,High,High,Medium,Medium,Medium,High
6074,m,Low,Northen,Civil Engineering,Medium,High,High,High,High,Medium
6078,m,Low,Northeastern,Environmental Engineering,High,High,High,High,Medium,High
6080,f,Medium,Bangkok,Chemical Engineering,High,High,High,Medium,High,High
6086,m,Low,Bangkok,Electrical Engineering,Medium,High,Medium,High,Medium,High
6088,m,High,Northeastern,Environmental Engineering,High,High,High,High,Medium,High
6090,m,Medium,Bangkok,Electrical Engineering,High,High,Medium,High,High,Medium
6092,m,Low,Southern,Machanic Engineering,Medium,High,High,High,High,High
6093,f,Low,Southern,Machanic Engineering,High,High,High,High,Medium,High
6096,m,High,Northeastern,Electrical Engineering,High,High,High,High,High,High
6102,m,Low,Bangkok,Electrical Engineering,Medium,High,High,High,High,High
6105,m,Medium,Southern,Electrical Engineering,High,Medium,High,High,High,High
6106,f,Low,Northen,Environmental Engineering,High,High,Medium,Medium,Medium,High
6108,m,Low,Central,Electrical Engineering,High,Medium,High,High,High,High
6110,m,Medium,Northen,Environmental Engineering,High,High,High,Medium,High,High
6111,f,High,Southern,Environmental Engineering,High,High,Medium,Medium,High,High
6112,m,High,Northeastern,Civil Engineering,Medium,High,High,High,Medium,High
6114,m,Low,Northen,Electrical Engineering,High,High,High,High,High,High
6115,m,Medium,Central,Chemical Engineering,High,Medium,High,High,High,High
6116,m,Low,Southern,Chemical Engineering,High,High,Medium,High,High,High
6118,f,High,Bangkok,Civil Engineering,Medium,Medium,High,High,High,Medium
6126,m,Low,Central,Machanic Engineering,Medium,High,High,High,High,High
